system:index,Date,.geo
293,NDMI_20101006,"{""type"":""MultiPoint"",""coordinates"":[]}"
294,NDMI_20101022,"{""type"":""MultiPoint"",""coordinates"":[]}"
295,NDMI_20101107,"{""type"":""MultiPoint"",""coordinates"":[]}"
296,NDMI_20101209,"{""type"":""MultiPoint"",""coordinates"":[]}"
297,NDMI_20101225,"{""type"":""MultiPoint"",""coordinates"":[]}"
298,NDMI_20110227,"{""type"":""MultiPoint"",""coordinates"":[]}"
299,NDMI_20110315,"{""type"":""MultiPoint"",""coordinates"":[]}"
300,NDMI_20110323,"{""type"":""MultiPoint"",""coordinates"":[]}"
301,NDMI_20110331,"{""type"":""MultiPoint"",""coordinates"":[]}"
302,NDMI_20110502,"{""type"":""MultiPoint"",""coordinates"":[]}"
303,NDMI_20110518,"{""type"":""MultiPoint"",""coordinates"":[]}"
304,NDMI_20110603,"{""type"":""MultiPoint"",""coordinates"":[]}"
305,NDMI_20110806,"{""type"":""MultiPoint"",""coordinates"":[]}"
306,NDMI_20111009,"{""type"":""MultiPoint"",""coordinates"":[]}"
307,NDMI_20111025,"{""type"":""MultiPoint"",""coordinates"":[]}"
308,NDMI_20111126,"{""type"":""MultiPoint"",""coordinates"":[]}"
309,NDMI_20111212,"{""type"":""MultiPoint"",""coordinates"":[]}"
310,NDMI_20111228,"{""type"":""MultiPoint"",""coordinates"":[]}"
311,NDMI_20120301,"{""type"":""MultiPoint"",""coordinates"":[]}"
312,NDMI_20120317,"{""type"":""MultiPoint"",""coordinates"":[]}"
313,NDMI_20120402,"{""type"":""MultiPoint"",""coordinates"":[]}"
314,NDMI_20120418,"{""type"":""MultiPoint"",""coordinates"":[]}"
315,NDMI_20120504,"{""type"":""MultiPoint"",""coordinates"":[]}"
316,NDMI_20120605,"{""type"":""MultiPoint"",""coordinates"":[]}"
317,NDMI_20120707,"{""type"":""MultiPoint"",""coordinates"":[]}"
318,NDMI_20120909,"{""type"":""MultiPoint"",""coordinates"":[]}"
319,NDMI_20120925,"{""type"":""MultiPoint"",""coordinates"":[]}"
320,NDMI_20121027,"{""type"":""MultiPoint"",""coordinates"":[]}"
321,NDMI_20121112,"{""type"":""MultiPoint"",""coordinates"":[]}"
322,NDMI_20121128,"{""type"":""MultiPoint"",""coordinates"":[]}"
