system:index,Date,.geo
339,NDMI_20151202,"{""type"":""MultiPoint"",""coordinates"":[]}"
340,NDMI_20151218,"{""type"":""MultiPoint"",""coordinates"":[]}"
341,NDMI_20151226,"{""type"":""MultiPoint"",""coordinates"":[]}"
342,NDMI_20160119,"{""type"":""MultiPoint"",""coordinates"":[]}"
343,NDMI_20160127,"{""type"":""MultiPoint"",""coordinates"":[]}"
344,NDMI_20160228,"{""type"":""MultiPoint"",""coordinates"":[]}"
345,NDMI_20160307,"{""type"":""MultiPoint"",""coordinates"":[]}"
346,NDMI_20160315,"{""type"":""MultiPoint"",""coordinates"":[]}"
347,NDMI_20160323,"{""type"":""MultiPoint"",""coordinates"":[]}"
348,NDMI_20160331,"{""type"":""MultiPoint"",""coordinates"":[]}"
349,NDMI_20160408,"{""type"":""MultiPoint"",""coordinates"":[]}"
350,NDMI_20160416,"{""type"":""MultiPoint"",""coordinates"":[]}"
351,NDMI_20160424,"{""type"":""MultiPoint"",""coordinates"":[]}"
352,NDMI_20160502,"{""type"":""MultiPoint"",""coordinates"":[]}"
353,NDMI_20160510,"{""type"":""MultiPoint"",""coordinates"":[]}"
354,NDMI_20160518,"{""type"":""MultiPoint"",""coordinates"":[]}"
355,NDMI_20160526,"{""type"":""MultiPoint"",""coordinates"":[]}"
356,NDMI_20160603,"{""type"":""MultiPoint"",""coordinates"":[]}"
357,NDMI_20160705,"{""type"":""MultiPoint"",""coordinates"":[]}"
358,NDMI_20160713,"{""type"":""MultiPoint"",""coordinates"":[]}"
359,NDMI_20160721,"{""type"":""MultiPoint"",""coordinates"":[]}"
360,NDMI_20160729,"{""type"":""MultiPoint"",""coordinates"":[]}"
361,NDMI_20160814,"{""type"":""MultiPoint"",""coordinates"":[]}"
362,NDMI_20160830,"{""type"":""MultiPoint"",""coordinates"":[]}"
363,NDMI_20160907,"{""type"":""MultiPoint"",""coordinates"":[]}"
364,NDMI_20161001,"{""type"":""MultiPoint"",""coordinates"":[]}"
365,NDMI_20161009,"{""type"":""MultiPoint"",""coordinates"":[]}"
